orthosyll,syll,ortho_before,ortho_after,nb_usage
ti,ti,ma,sants,2
en,@,"",ga,36
vain,v5,con,cants,1
ne,n°,dam,raient,2
nau,no,gue,dait,1
pli,pli,du,ca,5
chauf,So,é,fer,1
dres,dRE,"",se,8
ron,R§,fu,cu,1
seltz,sElts,"","",1
piat,pja,la,"",1
mu,my,"",gi,1
sé,se,"",sa,1
dan,d@,vi,geur,1
cré,kRe,"",chant,1
te,t°,cu,rez,2
por,pOR,"",te,15
tons,t§,fron,"",3
bio,bjo,"","",1
pé,pe,o,rait,1
tour,tuR,con,nions,1
ras,Ra,lé,"",1
mas,ma,sché,"",1
pro,pRo,"",èdre,1
plon,pl§,re,geant,1
pa,pa,"",gno,1
sa,za,ku,"",1
liées,lje,re,"",2
fiaient,fjE,ré,"",1
tri,tRi,"",ton,1
po,po,ap,sait,1
ma,ma,to,nie,2
tra,tRa,"",çât,1
quer,ke,cas,"",1
siers,zje,clu,"",1
re,R°,tai,ment,11
glées,gle,tran,"",2
eut,y,"","",2
vé,ve,a,rés,2
ri,Ri,no,sées,2
mas,ma,a,sez,1
de,d°,ri,ra,1
lier,lje,cel,"",1
gi,Zi,"",vrait,1
ha,a,"",chée,2
fran,fR@,ef,gés,1
ter,te,lif,"",1
cli,kli,eu,diens,1
tran,tR@,"",chets,1
de,d°,lai,ron,2
cons,k§,in,ciem,1
per,pER,em,lait,1
clerc,klER,"","",1
cof,kO,"",fios,1
rant,R@,fo,"",3
bri,bRi,a,tions,1
lem,la,so,ment,1
se,z°,ra,rai,1
mi,mi,no,sez,1
té,te,cla,"",3
no,no,mi,"",1
mer,mER,re,ciés,1
ex,Ek,"",pos,1
çait,sE,ger,"",1
cen,s@,li,ciai,1
nées,ne,dam,"",5
ro,Ro,ar,sez,1
ris,Ri,bar,se,2
dy,di,"",na,17
en,@,"",flam,18
tra,tRa,gis,le,1
sée,se,bras,"",4
brail,bRa,"",lés,1
ba,ba,"",guées,2
voi,vwa,pri,sée,1
sot,zo,fri,tant,1
doyan,dwa,on,te,1
pa,pa,"",so do,1
vé,ve,tra,"",3
sais,zE,lou,"",1
lent,l@,bu,"",1
ga,ga,va,bon,8
lis,li,cou,ser,1
lien,lj5,gi,"",1
pes,pEs,em,tait,1
cam,k@,"",brer,1
dieu,dj2,"","",1
bi,bi,ha,tuait,2
rai,RE,dre,"",1
ri,Ri,no,sés,1
ces,@s,truan,"",1
lé,le,dé,ga,2
lez,le,bi,"",1
gé,Ze,"",rés,1
tier,tje,res,"",2
quin,k5,"",qui,1
ré,Re,"",trac,17
rhu,RO,"",me,1
fiait,fjE,di,"",4
prê,pRE,"",tai,1
couées,kwe,se,"",1
ton,to,chan,nai,1
ce,s°,fron,rait,1
sez,ze,ni,"",11
con,k§,in,trô,4
gnais,NE,chi,"",1
tis,ti,rô,sait,1
pis,pis,"",tait,1
bri,bRi,"",mées,1
vit,vi,sur,"",1
si,si,ver,fient,1
te,@t,truan,"",1
ca,ka,"",ni,3
geant,Z@,chan,"",3
sions,zj§,croi,"",1
rais,RE,boi,"",1
dard,daR,"","",1
ble,bl°,câ,ront,1
jeu,Z2,"",dis,1
chez,Se,prê,"",1
sée,ze,ci,"",5
sen,s@,"",tier,1
by,bi,pres,té,2
tion,sjo,bi,né,1
que,k°,pi,raient,1
bla,bla,ca,"",1
per,pe,dra,"",1
to,to,clep,ma,1
ci,si,in,vil,1
che,S°,cra,ront,1
fi,fi,"",gés,2
tem,t@,"",po,19
bruis,bR8i,"",sé,1
bré,bRe,li,"",3
ber,b9R,"","",1
pré,pRe,im,vue,1
que,k°,pla,ra,1
chat,tSa,"",ter,1
raies,RE,se,"",2
bé,be,li,raient,2
mi,mi,ter,ne,17
rap,Ra,"",pels,1
te,t°,par,naient,1
gno,No,gri,té,1
lez,je,bril,"",1
gi,Zi,fu,tif,2
que,k°,brin,ba,4
re,R°,co,ra,1
te,jOt,griot,"",1
oeu,9,"",vrer,1
dou,du,re,tez,1
fiot,fjo,fa,"",1
ni,ni,lé,fiait,1
sols,sOl,ra,"",1
duc,dyk,tro,tion,1
me,m°,ju,lée,2
mou,mu,"",cha,1
ser,sER,"",vons,1
re,R°,"",bats,1
niers,nje,gre,"",1
nier,nje,dé,"",1
go,go,tri,no,1
ril,Ril,to,"",1
ci,si,ti,pé,3
dit,di,"","",3
mé,me,"",docs,1
va,va,é,cuent,1
na,na,"",crées,2
luks,luk,me,"",1
py,pi,em,rée,1
grai,gRE,mi,neux,2
têt,tE,"","",1
mar,ma,cha,rés,2
geaient,ZE,ro,"",2
que,k°,ti,tez,1
de,d°,bar,raient,1
ne,n°,ton,rait,5
cou,ku,"",verts,3
sen,s@,"",ti,22
tor,tOR,"",chées,1
jar,ZaR,"",dins,1
que,k°,ris,rais,1
ré,Re,"",amor,3
brez,bRe,sa,"",1
som,sO,as,me,6
dui,d8i,dé,saient,1
se,z°,bri,riez,1
quée,ke,ti,"",11
plau,plo,ap,di,8
dré,dRe,fon,"",2
gnait,NE,crai,"",1
gla,gla,"",çon,1
rié,Rje,ca,"",1
ti,ti,plas,fier,1
blo,blo,"",qués,2
ni,ni,co,sez,1
sous,sus,"",trait,1
bli,bli,o,gée,3
for,fOR,ef,çât,1
le,j°,vail,raient,1
for,fOR,ren,cez,1
bos,bo,tur,"",1
bis,bi,su,sions,1
boî,bwa,dé,tez,1
vé,ve,sé,rant,2
clip,klip,é,saient,1
teurs,t9R,cia,"",4
peu,p9,a,rer,1
quant,k@,tro,"",1
séo,ze,ro,le,1
gat,ga,né,"",1
fé,fe,"",mur,1
bo,bo,ro,ros,1
ser,ze,pe,"",2
ci,si,li,tant,2
dant,d@,gui,"",1
naient,nE,pei,"",1
pion,pj§,"",cer,1
pre,pR°,"",nait,1
bliè,bli,pu,rent,1
en,@g,"",gluait,1
sur,syR,"",faits,2
tion,tj§,us,"",1
na,na,di,"",3
pren,pR@,ap,dra,1
beu,b2,"",gla,1
guait,gE,dro,"",1
gés,Ze,gré,"",4
pels,pEl,rap,"",1
sier,zje,sa,"",1
flo,flo,sif,ta,1
glo,glo,"",rieux,1
qui,ki,es,vé,1
ten,t@,pré,dions,1
sis,zi,sai,sons,2
fe,f°,touf,rons,1
rus,Rys,mé,"",1
car,kaR,in,nant,2
ri,Ri,tu,nois,2
ble,bl°,sem,ra,4
chant,S@,bi,"",1
met,mE,per,trait,1
gou,gu,ca,lard,1
sti,sti,sub,tuées,1
chan,S@,"",tai,1
ni,ni,ga,sa,12
a,a,"",nar,4
dons,d§,glan,"",1
sui,s8i,en,vi,1
trô,tRo,con,lant,1
seaux,zo,fu,"",1
mi,mi,ni,sée,1
cu,ky,ré,sais,1
chaus,So,"",saient,1
siaient,zjE,ta,"",1
ni,ni,ca,veaux,1
vo,vO,dé,re,7
teurs,t9R,ve,"",1
pren,pR@,re,drait,1
poi,pwa,dé,lée,1
his,i,tra,"",2
so,so,con,lais,1
blez,ble,ci,"",1
li,li,dia,tés,1
rant,R@,rio,"",1
ve,v°,ga,ra,1
bou,bu,dé,chaient,1
tu,ty,ma,ri,2
quaient,kE,pli,"",6
kas,ka,pol,"",1
thain,t5,bé,"",1
né,ne,flâ,"",1
por,pOR,"",tu,4
qués,ke,fli,"",1
gré,gRe,in,dients,1
tein,t5,é,drais,1
coif,kwa,"",fiez,1
di,di,é,té,1
son,so,fris,né,1
ta,ta,"",lus,1
plie,pli,ti,rai,1
pil,pi,hous,laient,1
con,k§,"",viez,1
tot,to,cuis,"",1
sées,ze,li,"",40
lants,l@,fi,"",1
ti,ti,sac,vons,1
rais,RE,voie,"",1
bel,bE,li,lées,1
ments,m@,cre,"",1
sa,sa,"",mo,2
di,di,men,got,1
dé,de,"",cep,2
ri,Ri,ter,ra,1
tes,tEs,dé,tez,1
fon,fo,grif,nez,1
hu,y,a,ries,2
fli,fli,in,geant,1
juil,Z8i,"",lets,1
croie,kRwa,"","",1
chés,Se,mar,"",4
chai,SE,mar,"",1
rais,RE,tre,"",7
ti,sti,obs,nais,1
ni,ni,ma,fes,27
lé,le,té,film,1
bis,bi,zar,"",1
li,li,bo,sés,1
for,fOR,ni,mi,6
mer,mER,re,ciaient,1
pur,pyR,"",geait,1
tre,tR°,né,rait,1
vo,vo,pro,quer,1
drit,dRi,ten,"",1
veil,vE,bien,lants,1
ships,Sips,tee,"",1
crou,kRu,é,"",1
con,k§,"",tral,2
tis,ti,len,saient,1
nants,n@,ter,"",1
fion,fj§,"","",1
se,s°,chas,rais,1
bi,bi,"",gler,1
jun,j§,con,gos,1
four,fuR,"",bi,3
quil,ki,bo,lons,1
quez,ke,bli,"",1
taient,tE,gé,"",1
for,fOR,"",geaient,1
fi,fi,af,liant,1
pros,pROs,"",trées,1
sais,sE,es,"",1
léo,le,pa,li,3
rant,R@,vé,"",4
qui,ki,ni,té,1
ni,ni,i,tiant,1
née,ne,opi,"",1
ra,Ra,"",flez,1
la,la,re,çait,1
ve,v°,sub,nir,1
ou,u,"",bliet,2
fu,fy,af,bler,1
bar,baR,em,qué,1
lait,lE,geo,"",1
ter,tE,"",ril,1
douil,du,bre,lais,1
tes,Rj@t,rian,"",1
te,t°,plé,rez,1
duels,d8El,vi,"",1
cer,se,na,"",1
o,o,"",bu,2
tait,tE,meu,"",2
quer,ke,ma,"",2
é,e,"",glan,2
tu,ty,é,vée,1
bés,be,plom,"",2
ran,R@,ha,gué,1
sor,sOR,res,tait,1
nue,ny,char,"",1
se,z°,gneu,ment,3
gran,gR@,en,geais,1
rac,Ra,"",cor,12
pon,p§,"",gé,1
mon,m§,dé,traient,1
re,R°,"",plient,1
tral,tRal,gas,gie,1
ta,ta,"",rir,1
men,m@,tour,teur,1
lo,lo,dé,qué,1
tus,ty,ob,"",1
ser,se,"",rées,2
sin,s5,sas,"",2
ma,ma,re,niés,1
trail,tRaj,vi,"",1
té,te,mus,li,1
po,po,cor,ré,2
ro,e,aé,gra,1
vas,va,di,"",1
nais,nE,con,siez,2
sos,zo,dé,sait,1
rad,Rad,ha,jahs,1
nées,ne,fon,"",4
cons,k§s,"",ta,25
fla,fla,"",mants,1
da,da,"",tées,1
lée,le,rio,"",2
cri,kRi,ins,vez,1
chons,S§,ca,"",1
lo,lo,no,guaient,1
ci,si,pa,fie,2
pa,pa,"",li,2
gé,o,téo,ni,1
ler,le,ral,"",1
sau,so,"",toir,1
bo,bo,su,do,7
za,za,zig,gant,1
dies,di,plau,"",1
ra,Ra,"",meaux,1
qués,ke,pli,"",7
ti,ti,bou,rait,1
je,Z°,pro,tez,1
vo,vo,"",lants,2
tée,te,fan,"",1
ve,v°,"",det,1
ton,to,can,nant,1
rons,R§,croi,"",1
mas,ma,la,"",2
can,k@,la,don,1
fir,fiR,af,mer,2
trant,tR@,cen,"",3
te,t°,ven,fois,1
pa,pa,im,las,1
cli,kli,dé,nant,2
pa,pa,"",tu,2
kins,k5,pé,"",1
ba,ba,ta,gie,1
lé,le,so,"",10
car,kaR,"",de,2
crou,kRu,"",pier,1
man,m@,dia,tés,2
te,t°,frot,rai,1
mo,mo,ra,ner,1
liez,lje,ci,"",1
sé,se,ré,quer,1
a,a,"",hi,1
pein,p5,"",tur,7
di,di,ré,gé,1
tan,t@,dis,çant,1
gréa,gRe,a,ble,2
ban,ba,ru,nés,2
trous,tRu,re,sé,2
pe,p°,dra,ries,1
por,spOR,ex,ta,7
tier,tje,pos,"",2
gi,Zi,é,pan,1
çoit,swa,per,"",2
het,Et,"",man,1
sur,sy,"",in,4
ky,ki,jun,"",1
las,la,ve,"",2
lés,je,trail,"",2
gua,ga,va,"",1
lé,le,mi,"",3
rez,Re,saie,"",1
tion,sj§,cua,"",1
lais,jE,sil,"",1
lo,lo,cho,gi,2
le,l°,é,viez,1
ci,si,prin,paux,2
va,va,é,cuait,1
per,pe,sur,"",1
nus,nys,vé,"",1
di,di,dé,ca,14
pon,p§,"",ton,3
nant,n@,dam,"",2
go,go,grin,lant,1
te,t°,lo,ries,2
lons,j§,gril,"",3
nans,n@,rhé,"",1
mez,me,fil,"",1
vien,vj5,con,dras,1
jec,ZEk,dé,tion,1
dit,di,pen,"",3
sé,se,ob,daient,1
sais,zE,bai,"",1
sa,sa,"",ké,1
pru,pRy,"",nus,1
seur,z9R,mu,"",2
se,2z,séeu,"",2
tée,te,crus,"",1
trom,tR§,"",pés,2
rin,R5,sau,"",1
sus,sy,"",cep,2
rin,R5,se,"",1
lant,l@,gno,"",1
gez,Ze,lo,"",2
for,fOR,"",tin,1
do,do,ra,té,1
rés,Re,si,"",3
ra,Ra,a,mon,1
na,na,bor,"",1
re,R°,"",laxan,2
cé,se,pré,dai,1
ra,Ra,pie,"",2
que,k°,ta,rions,1
cho,So,"",si,3
teurs,t9R,gna,"",1
gy,Zi,cler,man,1
gés,Ze,fi,"",2
chauf,So,ré,feur,1
lar,laR,"",cins,1
pru,pRy,"",nel,2
des,de,"",quels,2
pré,pRe,"",ro,1
ne,n°,ca,raient,1
bi,bi,"",quet,1
pées,pe,frap,"",2
li,li,tri,néai,3
tion,sjo,men,nés,1
can,k@,"",tal,1
plé,ple,com,tait,1
men,m@,ve,tée,2
pa,pa,"",tient,2
tail,ta,ba,la,1
gi,Zi,gur,taient,2
fa,fa,ef,rants,1
no,no,"",tées,2
ri,Ri,da,sait,1
bis,bi,su,sais,1
con,k§,"",vions,1
tés,te,ve,"",5
tu,ty,clô,rait,1
pis,pi,rom,"",3
sos,zOs,pe,"",1
tri,tRi,at,buai,1
va,va,ca,lé,1
çant,s@,lan,"",5
vi,vi,de,nât,1
tier,sje,ni,"",1
lou,lu,cha,pées,1
pu,py,ré,ta,2
sail,sa,as,lies,1
plis,pli,"","",1
mait,mE,fil,"",1
nait,nE,tu,"",1
con,k§,"",fort,1
res,REs,"",pon,3
ques,kEs,sé,trée,1
jo,Ro,va,"",2
ran,R@,o,gées,2
nant,n@,rai,"",1
di,di,ra,née,1
lié,lje,fi,"",3
tier,tje,re,"",2
car,kaR,in,na,6
quer,ke,cli,"",1
ver,vE,en,rez,1
det,dE,ven,tas,1
geons,Z§,lon,"",2
chées,Se,bro,"",2
fer,fe,brif,"",1
nés,ne,gi,"",1
trées,tRe,nis,"",4
ser,ze,va,"",3
var,vaR,ba,diez,1
bras,bRa,em,se,11
ris,Ri,pour,seur,1
si,zi,hé,tiez,1
nas,na,de,ser,1
lar,laR,"",vé,1
tors,tOR,tric,"",2
gui,gi,bour,gnons,2
gen,Z@,"",dar,2
riée,Rje,ca,"",2
rons,R§,four,"",1
ge,Z°,ju,rons,1
tuent,ty,fec,"",1
los,lo,ga,"",2
ail,a,"",lions,1
pa,pa,"",pil,16
quait,kE,cho,"",2
gal,gal,ju,"",1
ri,Ri,té,sait,1
che,S°,ca,tée,3
rons,R§,mo,"",1
nût,ny,con,"",2
non,n§,an,cé,1
dées,de,reau,"",1
cho,So,cra,teux,1
sing,ziG,di,"",1
cog,kog,ma,no,1
her,ER,"",nies,1
gé,Ze,to,nie,1
vi,vi,cha,rons,1
vut,vy,pour,"",1
pui,p8i,"",se,5
cou,ku,re,pés,1
tons,t§,jus,"",1
ca,ka,cas,der,1
dé,de,re,po,1
sen,s@,res,tir,1
dres,dRe,a,sés,1
don,do,"",nées,3
hugh,yg,"","",1
gueurs,g9R,flin,"",1
tan,t@,pi,cher,1
vi,vi,a,sos,1
gis,Zi,sur,saient,2
ge,Z°,té,riez,1
ai,E,"",greur,1
frô,fRo,"",leurs,2
mac,ma,"",chab,1
fer,fE,"",rai,1
chaient,SE,pê,"",3
ne,n°,sion,ment,2
ri,Ri,va,cieux,2
blie,bli,fai,"",2
dit,di,mor,"",2
ton,to,dé,na,1
fouis,fwi,"",seurs,2
lait,lE,pa,"",1
tra,tRa,at,pait,1
con,k§,ren,trant,1
pho,fo,lé,nât,1
gé,Ze,in,nieu,1
pez,pe,to,"",1
sions,zj§,clo,"",1
ra,Ra,lé,tions,1
ront,R§,pe,"",23
ga,ga,"",gnants,2
gi,Zi,ré,"",1
gna,Na,dai,"",2
cof,ko,"",fraient,1
mar,maR,dé,chait,1
ex,Ek,"",pur,7
dez,de,la,"",3
bo,bo,"",nir,1
liaux,ljo,mi,"",1
di,di,ma,sant,1
col,kOl,"",zas,1
sa,sa,"",lue,9
te,t°,pu,rez,1
hexa,Eg,"",go,4
sou,su,"",tien,10
ter,tE,"",rains,1
é,e,"",prend,1
nouer,nwe,re,"",1
bat,ba,"",tant,3
par,paR,mont,no,2
vé,ve,a,re,3
en,@,"",no,6
cu,ky,ra,lant,1
èdres,EdR,lo,"",1
mer,mER,im,gée,2
lin,lin,"",ter,1
vam,v@,"",pé,1
pi,pi,dro,sie,1
luais,l8E,va,"",1
fond,f§,pla,"",1
in,5,"",clé,1
rouaient,RwE,"","",1
men,mEn,a,"",2
plia,pli,"",ge,1
vi,vi,"",deurs,1
cen,s@,"",tral,2
sexuel,sek,ro,le,1
die,di,pé,ront,1
lu,ly,re,quaient,1
se,s°,ver,raient,3
lar,laR,"",bi,1
log,lOd,"",gias,1
dan,d@,vi,ger,1
ré,Re,ca,né,1
dre,dR°,fon,rais,1
lys,zli,grizz,"",1
prou,pRu,ap,vions,1
tein,t5,at,drons,1
cras,kRas,po,"",1
peurs,p9R,"","",1
ter,te,que,"",8
chi,Si,bio,mi,1
run,Ry,"",ning,1
rer,Re,mou,"",1
pré,pRe,"",fi,7
ge,Z°,dan,reux,1
et,e,"","",1
geon,Zo,di,nant,1
na,na,gri,"",1
ta,ta,a,mans,1
pol,po,"",luer,1
ni,ni,ga,sai,1
bru,bRy,rem,nis,2
plon,pl§,re,gée,1
gre,gR°,"",dins,1
luent,ly,vo,"",1
grou,gRu,"",pez,1
mo,mo,a,ral,1
cha,Sa,é,las,1
nî,y,réu,mes,1
sier,sje,dos,"",1
ter,te,tac,"",1
for,fOR,dé,ma,3
en,@,"",ten,34
gri,gRi,"",sai,1
rait,RE,puie,"",1
cium,sjOm,cal,"",1
liai,ljE,"","",1
riens,Rj5,ter,"",2
chai,SE,bau,"",1
tion,sj§,ma,"",37
man,m@,di,chées,2
plo,splo,ex,sés,1
me,m°,nom,rait,1
crip,kRip,les,teurs,1
tu,ty,ma,rées,1
gor,gOR,en,gée,2
ri,Ri,ca,nas,1
mem,m@,ca,bert,1
le,l°,"",vez,1
bri,bRi,"",sis,1
voi,vwa,pour,ra,1
dis,di,pré,"",1
laient,jE,sil,"",6
son,zO,poi,ne,8
te,zEt,fixet,"",1
rel,REl,so,"",1
se,z°,bai,rai,1
teaux,to,man,"",2
sur,syR,"",plom,11
dons,d§,bri,"",1
bil,bi,gam,lait,1
cu,ky,ac,sez,1
kirs,kiR,"","",1
ru,Ry,"",sant,1
thè,jo,blio,que,1
dé,de,duo,num,1
rait,RE,ge,"",61
cis,si,tré,se,3
yup,ju,"",pie,1
sai,zE,thi,"",1
moi,mwa,"",sis,8
flag,flag,"","",1
pa,pa,lou,"",1
pa,pa,rem,que,1
mi,mi,"",né,8
gea,Za,di,"",1
sa,sa,"",crée,2
guer,ge,lé,"",4
sait,sE,mous,"",3
dions,dj§,fen,"",2
riai,RjE,ju,"",1
va,va,ra,gé,2
ma,ma,ni,tions,1
toir,twaR,frot,"",1
la,la,dé,by,1
flam,fl@,"",beur,1
bri,bRi,"",sât,1
rai,RE,li,"",8
mio,mjo,chi,thé,1
vau,vo,che,chons,1
rions,Rj§,tue,"",1
chap,Sa,é,piez,1
ses,j2z,layeu,"",1
tée,te,li,"",9
lots,lo,char,"",1
tre,tR°,con,col,1
geant,Z@,si,"",2
mées,me,tu,"",4
dur,dyR,en,cis,4
gret,gRE,re,tait,1
ve,v°,a,nirs,1
tien,stj5,abs,drais,1
de,d°,gi,ment,1
sous,sus,"",crit,2
nas,na,de,sez,1
pen,p@,ar,tez,1
non,n§,é,ce,1
te,t°,ra,riez,1
er,E,"",ré,1
moi,mwa,té,gnant,1
mi,mi,di,nuais,1
gro,gRo,"",gnant,2
sa,za,li,"",18
gos,go,go,"",1
en,@,"",san,13
car,kaR,pla,der,1
las,la,col,sions,1
ven,v@,re,drait,1
plo,splo,ex,sais,1
crain,kR5,"",tif,1
pin,p5,"",ço,2
son,zo,sai,niers,2
sé,se,ob,dais,1
bod,bOd,cam,giens,2
pins,p5,grap,"",1
tée,te,rê,"",2
gue,g°,hu,not,2
col,kOl,ré,tée,1
soyeu,swa,"",ses,1
pon,po,cram,na,1
diais,djE,men,"",1
leur,l9R,brû,"",1
mé,me,"",to,1
lon,j§,mail,"",1
dop,dOp,a,tait,1
sep,sEp,a,ti,7
bat,ba,"",tions,1
rées,Re,beur,"",3
sai,sE,chaus,"",1
ce,s°,per,vrez,2
pren,pR@,tre,drais,1
le,l°,ha,tants,1
di,di,in,quant,1
ap,a,"",point,1
bé,be,li,rait,2
gnant,N@,pei,"",4
chais,SE,gâ,"",1
sour,suR,as,dit,1
chis,Si,flé,se,3
frait,fRE,bâ,"",1
bull,byl,"",do,2
tion,sjo,fonc,nel,3
cé,se,con,der,1
pré,pRe,ter,te,4
ril,Ri,o,lon,1
gé,Ze,tra,"",1
se,z°,pui,ront,2
fiée,fje,di,"",5
four,fuR,"",guée,1
pos,pOs,ri,té,1
ro,Ro,"",bert,1
cor,kOR,"",née,3
cos,ko,é,ser,1
vais,vE,sau,"",1
nouil,nu,ge,lais,1
musc,mysk,"","",1
pa,pa,"",lu,7
va,va,"",riaient,1
co,ko,"",dés,2
piau,pjo,"",lait,1
prou,pRu,ap,vons,1
rât,Ra,bé,"",1
car,kaR,co,diers,1
te,t°,man,ler,1
no,no,ré,vées,1
mo,mo,sa,var,1
dé,de,"",vo,40
de,d°,gnar,ra,1
join,Zw5,re,dra,1
di,di,"",luaient,1
dé,de,"",fé,15
ai,e,"",més,2
pi,pi,sul,cien,1
fort,fOR,"","",3
nues,ny,si,"",1
teux,t2,fre,"",1
tons,t§,bi,"",2
ça,mOR,amor,ge,1
gis,Zi,sur,sais,1
bri,bRi,"",que,5
vi,vi,"",ci,3
bai,bE,"",saient,1
te,t°,"",na,1
hart,aR,"","",1
pour,puR,"",quoi,3
sei,sE,"",gneurs,1
vet,vEt,vel,"",1
bar,ba,"",rée,2
li,li,dua,tés,1
mo,mo,ré,nieu,1
das,da,pa,"",1
fau,fo,"",fi,19
go,go,"",gos,1
cen,s@,no,tait,1
ces,sE,"",sais,1
sés,se,clas,"",5
bras,bRa,em,sez,1
ger,ZER,"",baient,1
ka,ka,"",bu,1
fi,fi,af,lié,3
pla,pla,"",quais,1
tés,te,cul,"",3
mer,mER,"","",1
cour,kuR,rac,cies,1
le,l°,vel,ments,1
dil,di,gue,las,1
vri,vRi,rou,ront,1
cher,Se,vo,"",1
mi,mi,mo,chons,1
fac,fak,"",tieux,2
pat,pa,"",tu,1
pé,pe,"",tais,1
â,a,"",non,10
ne,n°,"",veux,1
cin,s5,"",glant,2
men,m@,a,der,1
mait,mE,tas,"",1
la,la,vel,tion,1
lez,je,mouil,"",1
di,di,or,nai,1
neur,n9R,çon,"",1
tions,tj§,la,"",1
ne,n°,dî,riez,1
bo,bo,dia,los,1
ge,Z°,ran,rait,3
met,mE,pro,tra,1
se,z°,ti,rais,1
tion,sjo,ven,nant,1
ha,a,"",le,9
qua,ka,tal,"",1
da,da,qui,tion,1
reurs,R9R,fo,"",2
nour,nu,"",ries,2
tu,ty,por,lan,1
si,zi,ré,neux,2
dé,des,"",sto,1
car,kaR,"",min,2
ball,bal,hand,"",1
der,de,rô,"",1
ni,ni,len,tés,1
taux,to,cris,"",1
dor,dOR,"",miez,1
de,d°,ban,rait,1
vi,vi,in,tions,1
ner,ne,pion,"",1
boi,bwa,"",til,6
pe,p°,ram,ment,1
co,ko,re,pie,3
choir,SwaR,sé,"",1
ce,s°,nan,ras,1
pro,pRo,"",mis,5
quer,ke,mo,"",1
li,li,gé,fi,1
ner,ne,blon,"",1
ta,ta,plé,"",1
dou,du,a,bé,1
dés,de,"",ins,2
cier,sje,go,"",2
gai,gE,"",né,1
che,S°,ca,tons,2
ger,Ze,sur,"",1
con,k§,"",somp,1
ve,v°,re,nez,1
sé,se,ros,"",1
ges,ZEs,con,tif,1
quons,k§,cla,"",1
po,po,a,lo,1
té,ste,ex,nués,2
mer,m9R,for,"",1
bar,baR,"",deau,1
per,pER,"",cus,2
né,ne,vé,rons,1
ment,m@,dem,"",7
cla,kla,"",bo,2
ti,sti,obs,nez,1
in,5,ré,té,15
ta,ta,ra,ta,1
ne,n°,çon,ra,2
dra,dRa,hy,vions,1
te,t°,ro,ries,1
trans,tR@,"",la,2
tri,tRi,"",piers,1
lec,lEk,é,tro,18
sar,saR,"",clées,1
dant,d@,mo,"",4
in,5,"",flux,1
cries,kRi,é,"",1
pion,pi,es,nes,1
mant,m@,cla,"",6
plans,pl@,bi,"",1
sturm,stuRm,land,"",1
liers,lje,bel,"",1
vi,vi,ser,rais,2
vi,vi,in,tons,1
mé,me,re,dié,1
nu,ny,no,cléai,1
quât,ka,fus,"",1
pri,pRi,"",viez,1
pis,pi,ta,sé,2
ler,le,fê,"",1
rer,Re,gu,"",7
dra,dRa,pon,"",3
pli,pli,am,fiez,1
ga,ga,dé,gées,2
ti,ti,pé,teurs,2
clût,skly,ex,"",1
grê,gRe,"",ler,1
nots,no,jeu,"",2
vê,ve,"",tus,2
mé,me,gour,"",2
pri,pRi,mé,sons,1
flop,flOp,"","",2
fri,fRi,dé,cheurs,1
tiez,tje,dic,"",1
plées,ple,tu,"",2
fus,fys,of,que,3
flexes,flEks,ré,"",2
mée,me,pau,"",3
ter,te,ne,"",1
sions,sj§,sas,"",1
ja,Za,"",lou,11
ta,ta,pé,loï,1
sa,sa,"",rin,1
bats,ba,re,"",1
ce,lus,en lou,dé,1
ni,ni,mu,raient,1
bouil,bu,bar,lais,1
chon,So,bi,née,1
sar,zaR,mu,dait,1
vi,vi,"",brée,1
ce,s°,van,rez,2
glo,glo,ag,mé,16
mê,mE,dé,loir,1
nant,n@,drai,"",1
che,S°,bû,ron,2
gra,gRa,ag,vée,2
tes,tEs,at,taient,1
club,kl9b,"",man,1
mi,mi,ta,ner,2
vi,vi,di,sé,3
quil,ki,dé,ler,1
ri,Ri,dé,vé,3
al,al,"",cyon,1
tom,t§,es,pé,2
per,pER,"",çue,2
ser,se,bros,"",1
vrant,vR@,ou,"",3
ça,sa,la,"",4
for,fOR,"",çais,1
lu,ly,pul,lants,1
ni,ni,dé,ve,5
tus,ty,pen,"",1
ra,Ra,"",mies,1
ti,ti,ta,naient,1
re,R°,"",niées,1
li,li,sou,gnées,1
sis,sis,per,tais,1
mu,my,cu,laient,2
pus,py,rom,"",7
chouons,Sw§,é,"",1
cer,sER,"",ner,1
tiv,tiv,mo,"",1
pé,pe,cu,raient,1
gnon,N§,qui,"",2
se,s°,gros,ra,1
pli,pli,ci,na,1
sor,sOR,"",tais,1
vrai,vRE,cou,"",1
ling,liG,vel,"",1
lin,kl5,frank,"",1
san,z@,lo,gé,1
lez,le,vou,"",3
pha,fa,dé,sée,2
du,dy,on,laient,1
bla,bla,bla,té,1
rie,Ri,va,"",2
hor,bO,ab,rés,1
gai,gE,ju,son,1
ré,Re,ma,chal,1
bal,ba,em,lés,2
cep,sEp,ter,tées,1
cée,se,fa,"",2
té,te,pâ,"",4
ront,R§,choie,"",1
le,j°,nail,ment,2
cas,ka,fra,sât,1
ti,ti,mor,fiées,1
bab,bab,ke,"",1
paye,pEj,re,"",1
lon,lo,ta,na,1
dui,d8i,tra,sais,1
to,to,au,bron,1
me,m°,pro,nais,1
ba,ba,is,"",1
dée,de,co,"",4
gner,Ne,loi,"",1
piant,spj@,ex,"",1
vè,S°,ache,rent,1
que,k°,chi,teur,1
sions,zj§,ta,"",1
pi,pi,re,quées,1
tiez,tje,é,"",2
