ortho,phon,cgram
accidentée,aksid@te,ADJ
accidentée,aksid@te,NOM
accidentées,aksid@te,ADJ
accidentés,aksid@te,ADJ
accidentés,aksid@te,NOM
acclama,aklama,VER
acclamaient,aklamE,VER
acclamait,aklamE,VER
acclamant,aklam@,VER
acclamation,aklamasj§,NOM
acclamations,aklamasj§,NOM
acclame,aklam,VER
acclament,aklam,VER
acclamer,aklame,VER
acclamera,aklam°Ra,VER
acclamerait,aklam°RE,VER
acclameront,aklam°R§,VER
acclamez,aklame,VER
acclamiez,aklamje,VER
acclamons,aklam§,VER
acclamé,aklame,VER
acclamée,aklame,VER
acclamées,aklame,VER
acclamés,aklame,VER
acclimata,aklimata,VER
acclimatai,aklimatE,VER
acclimatation,aklimatasj§,NOM
acclimate,aklimat,VER
acclimatement,aklimat°m@,NOM
acclimatent,aklimat,VER
acclimater,aklimate,VER
acclimaterait,aklimat°RE,VER
acclimates,aklimat,VER
acclimatez,aklimate,VER
acclimaté,aklimate,VER
acclimatés,aklimate,VER
accointance,akw5t@s,NOM
accointances,akw5t@s,NOM
accointé,akw5te,VER
accointés,akw5te,VER
accola,akola,VER
accolade,akolad,NOM
accolades,akolad,NOM
accolait,akolE,VER
accolant,akol@,VER
accole,akOl,VER
accolement,akOl°m@,NOM
accolent,akOl,VER
accoler,akole,VER
accolerais,akOl°RE,VER
accolé,akole,VER
accolée,akole,VER
accolée,akole,ADJ
accolées,akole,VER
accolées,akole,ADJ
accolés,akole,VER
accolés,akole,ADJ
accommoda,akomoda,VER
accommodai,akomodE,VER
accommodaient,akomodE,VER
accommodais,akomodE,VER
accommodait,akomodE,VER
accommodant,akomod@,ADJ
accommodant,akomod@,VER
accommodante,akomod@t,ADJ
accommodantes,akomod@t,ADJ
accommodants,akomod@,ADJ
accommodation,akomodasj§,NOM
accommodatrices,akomodatRis,ADJ
accommode,akomOd,VER
accommodement,akomOd°m@,NOM
accommodements,akomOd°m@,NOM
accommodent,akomOd,VER
accommoder,akomode,VER
accommodera,akomOd°Ra,VER
accommoderai,akomOd°RE,VER
accommoderaient,akomOd°RE,VER
accommoderais,akomOd°RE,VER
accommoderait,akomOd°RE,VER
accommoderez,akomOd°Re,VER
accommoderions,akomOd°Rj§,VER
accommoderont,akomOd°R§,VER
accommodions,akomodj§,VER
accommodons,akomod§,VER
accommodât,akomoda,VER
accommodèrent,akomodER,VER
accommodé,akomode,VER
accommodée,akomode,VER
accommodés,akomode,VER
accompagna,ak§paNa,VER
accompagnai,ak§paNE,VER
accompagnaient,ak§paNE,VER
accompagnais,ak§paNE,VER
accompagnait,ak§paNE,VER
accompagnant,ak§paN@,ADJ
accompagnant,ak§paN@,VER
accompagnateur,ak§paNat9R,NOM
accompagnateurs,ak§paNat9R,NOM
accompagnatrice,ak§paNatRis,NOM
accompagnatrices,ak§paNatRis,NOM
accompagne,ak§paN,VER
accompagnement,ak§paN°m@,NOM
accompagnements,ak§paN°m@,NOM
accompagnent,ak§paN,VER
accompagner,ak§paNe,VER
accompagnera,ak§paN°Ra,VER
accompagnerai,ak§paN°RE,VER
accompagneraient,ak§paN°RE,VER
accompagnerais,ak§paN°RE,VER
accompagnerait,ak§paN°RE,VER
accompagneras,ak§paN°Ra,VER
accompagnerez,ak§paN°Re,VER
accompagneriez,ak§paN°Rje,VER
accompagnerons,ak§paN°R§,VER
accompagneront,ak§paN°R§,VER
accompagnes,ak§paN,VER
accompagnez,ak§paNe,VER
accompagniez,ak§paNe,VER
accompagnions,ak§paN§,VER
accompagnons,ak§paN§,VER
accompagnâmes,ak§paNam,VER
accompagnât,ak§paNa,VER
accompagnèrent,ak§paNER,VER
accompagné,ak§paNe,VER
accompagné,ak§paNe,ADJ
accompagnée,ak§paNe,VER
accompagnée,ak§paNe,ADJ
accompagnées,ak§paNe,VER
accompagnées,ak§paNe,ADJ
accompagnés,ak§paNe,VER
accompagnés,ak§paNe,ADJ
accompli,ak§pli,ADJ
accompli,ak§pli,NOM
accompli,ak§pli,VER
accomplie,ak§pli,ADJ
accomplie,ak§pli,VER
accomplies,ak§pli,ADJ
accomplies,ak§pli,VER
accomplir,ak§pliR,VER
accomplira,ak§pliRa,VER
accomplirai,ak§pliRE,VER
accompliraient,ak§pliRE,VER
accomplirais,ak§pliRE,VER
accomplirait,ak§pliRE,VER
accompliras,ak§pliRa,VER
accomplirent,ak§pliR,VER
accomplirez,ak§pliRe,VER
accomplirons,ak§pliR§,VER
accompliront,ak§pliR§,VER
accomplis,ak§pli,ADJ
accomplis,ak§pli,VER
accomplissaient,ak§plisE,VER
accomplissais,ak§plisE,VER
accomplissait,ak§plisE,VER
accomplissant,ak§plis@,VER
accomplisse,ak§plis,VER
accomplissement,ak§plis°m@,NOM
accomplissements,ak§plis°m@,NOM
accomplissent,ak§plis,VER
accomplissez,ak§plise,VER
accomplissiez,ak§plisje,VER
accomplissions,ak§plisj§,VER
accomplissons,ak§plis§,VER
accomplit,ak§pli,VER
accomplît,ak§pli,VER
accord,akOR,NOM
accorda,akORda,VER
accordai,akORdE,VER
accordaient,akORdE,VER
accordailles,akORdaj,NOM
accordais,akORdE,VER
accordait,akORdE,VER
accordant,akORd@,VER
accordas,akORda,VER
accordassent,akORdas,VER
accorde,akORd,VER
accordement,akORd°m@,NOM
accordent,akORd,VER
accorder,akORde,VER
accordera,akORd°Ra,VER
accorderai,akORd°RE,VER
accorderaient,akORd°RE,VER
accorderais,akORd°RE,VER
accorderait,akORd°RE,VER
accorderas,akORd°Ra,VER
accorderez,akORd°Re,VER
accorderiez,akORd°Rje,VER
accorderons,akORd°R§,VER
accorderont,akORd°R§,VER
accordes,akORd,VER
accordeur,akORd9R,NOM
accordez,akORde,VER
accordiez,akORdje,VER
accordions,akORdj§,VER
accordo,akORdo,NOM
accordons,akORd§,VER
accords,akOR,NOM
accordât,akORda,VER
accordèrent,akORdER,VER
accordé,akORde,VER
accordé,akORde,NOM
accordée,akORde,VER
accordée,akORde,NOM
accordées,akORde,VER
accordées,akORde,NOM
accordéon,akORde§,NOM
accordéoniste,akORdeonist,NOM
accordéonistes,akORdeonist,NOM
accordéons,akORde§,NOM
accordés,akORde,VER
accordés,akORde,NOM
accore,akOR,ADJ
accores,akOR,NOM
accort,akOR,ADJ
accorte,akORt,ADJ
accortes,akORt,ADJ
accorts,akOR,ADJ
accosta,akOsta,VER
accostage,akOstaZ,NOM
accostaient,akOstE,VER
accostais,akOstE,VER
accostait,akOstE,VER
accostant,akOst@,ADJ
accostant,akOst@,VER
accoste,akOst,VER
accostent,akOst,VER
accoster,akOste,VER
accosterez,akOst°Re,VER
accosterons,akOst°R§,VER
accostez,akOste,VER
accostiez,akOstje,VER
accostons,akOst§,VER
accosté,akOste,VER
accostée,akOste,VER
accostées,akOste,VER
accota,akota,VER
accotaient,akotE,VER
accotait,akotE,VER
accotant,akot@,VER
accote,akOt,VER
accotement,akOt°m@,NOM
accotements,akOt°m@,NOM
accotent,akOt,VER
accoter,akote,VER
accotoirs,akotwaR,NOM
accotons,akot§,VER
accotèrent,akotER,VER
accoté,akote,VER
accotée,akote,VER
accotées,akote,VER
accotés,akote,VER
accotés,akote,NOM
accoucha,akuSa,VER
accouchaient,akuSE,VER
accouchais,akuSE,VER
accouchait,akuSE,VER
accouchant,akuS@,ADJ
accouchant,akuS@,VER
accouche,akuS,VER
accouchement,akuS°m@,NOM
accouchements,akuS°m@,NOM
accouchent,akuS,VER
accoucher,akuSe,VER
accouchera,akuS°Ra,VER
accoucherait,akuS°RE,VER
accoucheras,akuS°Ra,VER
accouches,akuS,VER
accoucheur,akuS9R,NOM
accoucheurs,akuS9R,NOM
accoucheuse,akuS2z,NOM
accouchez,akuSe,VER
accouché,akuSe,VER
accouchée,akuSe,VER
accouchée,akuSe,NOM
accouchées,akuSe,NOM
accouchés,akuSe,VER
accouda,akuda,VER
accoudai,akudE,VER
accoudaient,akudE,VER
accoudais,akudE,VER
accoudait,akudE,VER
accoudant,akud@,VER
accoude,akud,VER
accouder,akude,VER
accoudions,akudj§,VER
accoudoir,akudwaR,NOM
accoudoirs,akudwaR,NOM
accoudons,akud§,VER
accoudèrent,akudER,VER
accoudé,akude,VER
accoudé,akude,ADJ
accoudée,akude,VER
accoudée,akude,ADJ
accoudées,akude,VER
accoudés,akude,VER
accoudés,akude,ADJ
accoupla,akupla,VER
accouplaient,akuplE,VER
accouplais,akuplE,VER
accouplait,akuplE,VER
accouplant,akupl@,VER
accouple,akupl,VER
accouplement,akupl°m@,NOM
accouplements,akupl°m@,NOM
accouplent,akupl,VER
accoupler,akuple,VER
accouplera,akupl°Ra,VER
accouplerait,akupl°RE,VER
accoupleront,akupl°R§,VER
accouplèrent,akuplER,VER
accouplé,akuple,VER
accouplée,akuple,VER
accouplées,akuple,VER
accouplés,akuple,VER
accouraient,akuRE,VER
accourais,akuRE,VER
accourait,akuRE,VER
accourant,akuR@,VER
accourcissant,akuRsis@,VER
accoure,akuR,VER
accourent,akuR,VER
accoures,akuR,VER
accourez,akuRe,VER
accouriez,akuRje,VER
accourir,akuRiR,VER
accourons,akuR§,VER
accourra,akuRa,VER
accourrai,akuRE,VER
accourraient,akuRE,VER
accourrais,akuRE,VER
accourrait,akuRE,VER
accourront,akuR§,VER
accours,akuR,VER
accourt,akuR,VER
accouru,akuRy,VER
accourue,akuRy,VER
accourues,akuRy,VER
accoururent,akuRyR,VER
accourus,akuRy,VER
accourussent,akuRys,VER
accourut,akuRy,VER
accourût,akuRy,VER
accoutre,akutR,VER
accoutrement,akutR°m@,NOM
accoutrements,akutR°m@,NOM
accoutré,akutRe,VER
accoutré,akutRe,ADJ
accoutrée,akutRe,VER
accoutrée,akutRe,ADJ
accoutrés,akutRe,VER
accoutrés,akutRe,ADJ
accoutuma,akutyma,VER
accoutumai,akutymE,VER
accoutumaient,akutymE,VER
accoutumais,akutymE,VER
accoutumait,akutymE,VER
accoutumance,akutym@s,NOM
accoutumances,akutym@s,NOM
accoutumant,akutym@,VER
accoutume,akutym,VER
accoutument,akutym,VER
accoutumer,akutyme,VER
accoutumerait,akutym°RE,VER
accoutumé,akutyme,VER
accoutumé,akutyme,ADJ
accoutumée,akutyme,VER
accoutumée,akutyme,ADJ
accoutumées,akutyme,VER
accoutumées,akutyme,ADJ
accoutumés,akutyme,VER
accoutumés,akutyme,ADJ
accouvée,akuve,VER
accras,akRas,NOM
accro,akRo,ADJ
accro,akRo,NOM
accroc,akRo,NOM
accrocha,akRoSa,VER
accrochage,akRoSaZ,NOM
accrochages,akRoSaZ,NOM
accrochai,akRoSE,VER
accrochaient,akRoSE,VER
accrochais,akRoSE,VER
accrochait,akRoSE,VER
accrochant,akRoS@,ADJ
accrochant,akRoS@,VER
accroche,akROS,NOM
accroche,akROS,VER
accroche-coeur,akROSk9R,NOM
accroche-coeurs,akROSk9R,NOM
accrochent,akROS,VER
accrocher,akRoSe,VER
accrochera,akROS°Ra,VER
accrocherai,akROS°RE,VER
accrocheraient,akROS°RE,VER
accrocherais,akROS°RE,VER
accrocherait,akROS°RE,VER
accrocherez,akROS°Re,VER
accrocheriez,akRoS°Rje,VER
accrocheront,akROS°R§,VER
accroches,akROS,NOM
accroches,akROS,VER
accrocheur,akRoS9R,ADJ
accrocheurs,akRoS9R,ADJ
accrocheuse,akRoS2z,ADJ
accrocheuses,akRoS2z,ADJ
accrochez,akRoSe,VER
accrochiez,akRoSje,VER
accrochions,akRoSj§,VER
accrochons,akRoS§,VER
accrochât,akRoSa,VER
accrochèrent,akRoSER,VER
accroché,akRoSe,VER
accroché,akRoSe,ADJ
accrochée,akRoSe,VER
accrochée,akRoSe,ADJ
accrochées,akRoSe,VER
accrochées,akRoSe,ADJ
accrochés,akRoSe,VER
accrochés,akRoSe,ADJ
accrocs,akRo,NOM
accroire,akRwaR,VER
accrois,akRwa,VER
accroissaient,akRwasE,VER
accroissait,akRwasE,VER
accroissant,akRwas@,VER
accroisse,akRwas,VER
accroissement,akRwas°m@,NOM
accroissent,akRwas,VER
accroissez,akRwase,VER
accros,akRo,ADJ
accros,akRo,NOM
accroupi,akRupi,ADJ
accroupi,akRupi,VER
accroupie,akRupi,ADJ
accroupie,akRupi,VER
accroupies,akRupi,ADJ
accroupies,akRupi,VER
accroupir,akRupiR,VER
accroupirent,akRupiR,VER
accroupis,akRupi,ADJ
accroupis,akRupi,VER
accroupissaient,akRupisE,VER
accroupissais,akRupisE,VER
accroupissait,akRupisE,VER
accroupissant,akRupis@,VER
accroupisse,akRupis,VER
accroupissement,akRupis°m@,NOM
accroupissent,akRupis,VER
accroupissons,akRupis§,VER
accroupit,akRupi,VER
accroît,akRwa,VER
accroîtra,akRwatRa,VER
accroîtrait,akRwatRE,VER
accroître,akRwatR,VER
accroîtront,akRwatR§,VER
accru,akRy,VER
accru,akRy,ADJ
accrue,akRy,VER
accrue,akRy,ADJ
accrue,akRy,NOM
accrues,akRy,VER
accrues,akRy,ADJ
accrurent,akRyR,VER
accrus,akRy,VER
accrus,akRy,ADJ
accrut,akRy,VER
accrédita,akRedita,VER
accréditaient,akReditE,VER
accréditait,akReditE,VER
accréditant,akRedit@,VER
accréditation,akReditasj§,NOM
accréditations,akReditasj§,NOM
accréditer,akRedite,VER
accréditif,akReditif,NOM
accrédité,akRedite,VER
accrédité,akRedite,ADJ
accréditée,akRedite,VER
accréditée,akRedite,ADJ
accrédités,akRedite,VER
accrédités,akRedite,ADJ
accrédités,akRedite,NOM
accrétion,akResj§,NOM
accrût,akRy,VER
accu,aky,NOM
accueil,ak9j,NOM
accueillaient,ak9jE,VER
accueillais,ak9jE,VER
accueillait,ak9jE,VER
accueillant,ak9j@,ADJ
accueillant,ak9j@,VER
accueillante,ak9j@t,ADJ
accueillantes,ak9j@t,ADJ
accueillants,ak9j@,ADJ
accueille,ak9j,VER
accueillent,ak9j,VER
accueillera,ak9j°Ra,VER
accueillerai,ak9j°RE,VER
accueilleraient,ak9j°RE,VER
accueillerait,ak9j°RE,VER
accueilleras,ak9j°Ra,VER
accueillerez,ak9j°Re,VER
accueilleriez,ak9j°Rje,VER
accueillerons,ak9j°R§,VER
accueilleront,ak9j°R§,VER
accueilles,ak9j,VER
accueillez,ak9je,VER
accueilli,ak9ji,VER
accueillie,ak9ji,VER
accueillies,ak9ji,VER
accueillir,ak9jiR,VER
accueillirent,ak9jiR,VER
accueillis,ak9ji,VER
accueillit,ak9ji,VER
accueillons,ak9j§,VER
accueillît,ak9ji,VER
accueils,ak9j,NOM
accula,akyla,VER
acculaient,akylE,VER
acculais,akylE,VER
acculait,akylE,VER
acculant,akyl@,VER
accule,akyl,VER
acculent,akyl,VER
acculer,akyle,VER
acculera,akyl°Ra,VER
acculeraient,akyl°RE,VER
acculez,akyle,VER
acculturation,akyltyRasj§,NOM
acculât,akyla,VER
acculèrent,akylER,VER
acculé,akyle,VER
acculé,akyle,ADJ
acculée,akyle,VER
acculées,akyle,VER
acculés,akyle,VER
acculés,akyle,ADJ
accumula,akymyla,VER
accumulai,akymylE,VER
accumulaient,akymylE,VER
accumulais,akymylE,VER
accumulait,akymylE,VER
accumulant,akymyl@,VER
accumulateur,akymylat9R,NOM
accumulateurs,akymylat9R,NOM
accumulation,akymylasj§,NOM
accumulations,akymylasj§,NOM
accumule,akymyl,VER
accumulent,akymyl,VER
accumuler,akymyle,VER
accumulerez,akymyl°Re,VER
accumulez,akymyle,VER
accumulèrent,akymylER,VER
accumulé,akymyle,VER
accumulée,akymyle,VER
accumulées,akymyle,VER
accumulés,akymyle,VER
accus,aky,NOM
accusa,akyza,VER
accusai,akyzE,VER
accusaient,akyzE,VER
accusais,akyzE,VER
accusait,akyzE,VER
accusant,akyz@,VER
accusateur,akyzat9R,ADJ
accusateur,akyzat9R,NOM
accusateurs,akyzat9R,ADJ
accusateurs,akyzat9R,NOM
accusatif,akyzatif,NOM
accusation,akyzasj§,NOM
accusations,akyzasj§,NOM
accusatoire,akyzatwaR,ADJ
accusatrice,akyzatRis,ADJ
accusatrices,akyzatRis,NOM
accuse,akyz,VER
accusent,akyz,VER
accuser,akyze,VER
accusera,akyz°Ra,VER
accuseraient,akyz°RE,VER
accuserais,akyz°RE,VER
accuserait,akyz°RE,VER
accuserez,akyz°Re,VER
accuseriez,akyz°Rje,VER
accuserions,akyz°Rj§,VER
accuserons,akyz°R§,VER
accuseront,akyz°R§,VER
accuses,akyz,VER
accusez,akyze,VER
accusiez,akyzje,VER
accusions,akyzj§,VER
accusons,akyz§,VER
accusât,akyza,VER
accusèrent,akyzER,VER
accusé,akyze,VER
accusé,akyze,ADJ
accusé,akyze,NOM
accusée,akyze,VER
accusée,akyze,ADJ
accusée,akyze,NOM
accusées,akyze,VER
accusées,akyze,ADJ
accusées,akyze,NOM
accusés,akyze,VER
accusés,akyze,ADJ
accusés,akyze,NOM
accède,aksEd,VER
accèdent,aksEd,VER
accèdes,aksEd,VER
accès,aksE,NOM
accéda,akseda,VER
accédai,aksedE,VER
accédaient,aksedE,VER
accédais,aksedE,VER
accédait,aksedE,VER
accédant,aksed@,VER
accéder,aksede,VER
accédera,aksed°Ra,VER
accéderai,aksed°RE,VER
accéderaient,aksed°RE,VER
accéderais,aksed°RE,VER
accéderait,aksed°RE,VER
accéderas,aksed°Ra,VER
accédez,aksede,VER
accédons,aksed§,VER
accédâmes,aksedam,VER
accédé,aksede,VER
accélère,akselER,VER
accélèrent,akselER,VER
accélères,akselER,VER
accéléra,akseleRa,VER
accélérai,akseleRE,VER
accéléraient,akseleRE,VER
accélérais,akseleRE,VER
accélérait,akseleRE,VER
accélérant,akseleR@,ADJ
accélérant,akseleR@,VER
accélérants,akseleR@,ADJ
accélérateur,akseleRat9R,ADJ
accélérateur,akseleRat9R,NOM
accélérateurs,akseleRat9R,ADJ
accélérateurs,akseleRat9R,NOM
accélération,akseleRasj§,NOM
accélérations,akseleRasj§,NOM
accélératrice,akseleRatRis,ADJ
accélérer,akseleRe,VER
accélérera,akseleR°Ra,VER
accélérerait,akseleR°RE,VER
accéléreras,akseleR°Ra,VER
accélérez,akseleRe,VER
accélériez,akseleRje,VER
accélérons,akseleR§,VER
accélérèrent,akseleRER,VER
accéléré,akseleRe,VER
accéléré,akseleRe,ADJ
accéléré,akseleRe,NOM
accélérée,akseleRe,VER
accélérées,akseleRe,VER
accélérés,akseleRe,VER
accélérés,akseleRe,ADJ
ace,Ejs,NOM
acellulaire,aselylER,ADJ
acerbe,asERb,ADJ
acerbes,asERb,ADJ
acerbité,asERbite,NOM
acetabulum,asetabylOm,NOM
achalandage,aSal@daZ,NOM
achalandaient,aSal@dE,VER
achalandé,aSal@de,ADJ
achalandée,aSal@de,ADJ
achalandées,aSal@de,ADJ
achalandés,aSal@de,VER
achalandés,aSal@de,ADJ
achaler,aSale,VER
achards,aSaR,NOM
acharna,aSaRna,VER
acharnai,aSaRnE,VER
acharnaient,aSaRnE,VER
acharnais,aSaRnE,VER
acharnait,aSaRnE,VER
acharnant,aSaRn@,VER
acharne,aSaRn,VER
acharnement,aSaRn°m@,NOM
acharnements,aSaRn°m@,NOM
acharnent,aSaRn,VER
acharner,aSaRne,VER
acharnera,aSaRn°Ra,VER
acharnerai,aSaRn°RE,VER
acharnerait,aSaRn°RE,VER
acharnes,aSaRn,VER
acharnez,aSaRne,VER
acharnèrent,aSaRnER,VER
acharné,aSaRne,VER
acharné,aSaRne,ADJ
acharnée,aSaRne,VER
acharnée,aSaRne,ADJ
acharnées,aSaRne,VER
acharnées,aSaRne,ADJ
acharnés,aSaRne,VER
acharnés,aSaRne,ADJ
achat,aSa,NOM
achats,aSa,NOM
ache,aS,NOM
achemina,aS°mina,VER
acheminai,aS°minE,VER
acheminaient,aS°minE,VER
acheminait,aS°minE,VER
acheminant,aS°min@,VER
achemine,aS°min,VER
acheminement,aS°min°m@,NOM
acheminent,aS°min,VER
acheminer,aS°mine,VER
achemineront,aS°min°R§,VER
acheminons,aS°min§,VER
acheminâmes,aS°minam,VER
acheminèrent,aS°minER,VER
acheminé,aS°mine,VER
acheminée,aS°mine,VER
acheminées,aS°mine,VER
acheminés,aS°mine,VER
aches,aS,NOM
acheta,aS°ta,VER
achetable,aS°tabl,ADJ
achetai,aS°tE,VER
achetaient,aS°tE,VER
achetais,aS°tE,VER
achetait,aS°tE,VER
achetant,aS°t@,VER
achetassent,aS°tas,VER
acheter,aS°te,VER
acheteur,aS°t9R,NOM
acheteurs,aS°t9R,NOM
acheteuse,aS°t2z,NOM
acheteuses,aS°t2z,NOM
achetez,aS°te,VER
achetiez,aS°tje,VER
achetions,aS°tj§,VER
achetons,aS°t§,VER
achetâmes,aS°tam,VER
achetât,aS°ta,VER
achetèrent,aS°tER,VER
acheté,aS°te,VER
achetée,aS°te,VER
achetées,aS°te,VER
achetés,aS°te,VER
acheva,aS°va,VER
achevai,aS°vE,VER
achevaient,aS°vE,VER
achevais,aS°vE,VER
achevait,aS°vE,VER
achevant,aS°v@,VER
achever,aS°ve,VER
achevez,aS°ve,VER
acheviez,aS°vje,VER
achevions,aS°vj§,VER
achevons,aS°v§,VER
achevâmes,aS°vam,VER
achevât,aS°va,VER
achevèrent,aS°vER,VER
achevé,aS°ve,VER
achevé,aS°ve,ADJ
achevée,aS°ve,VER
achevée,aS°ve,ADJ
achevées,aS°ve,VER
achevées,aS°ve,ADJ
achevés,aS°ve,VER
achevés,aS°ve,ADJ
achillée,akile,NOM
achondroplasie,ak§dRoplazi,NOM
achondroplasies,ak§dRoplazi,NOM
achoppa,aSopa,VER
achoppai,aSopE,VER
achoppaient,aSopE,VER
achoppais,aSopE,VER
achoppait,aSopE,VER
achoppe,aSOp,VER
achoppement,aSOp°m@,NOM
achopper,aSOpe,VER
achoppé,aSope,VER
achoppée,aSope,VER
achète,aSEt,VER
achètent,aSEt,VER
achètera,aSEt°Ra,VER
achèterai,aSEt°RE,VER
achèteraient,aSEt°RE,VER
achèterais,aSEt°RE,VER
achèterait,aSEt°RE,VER
achèteras,aSEt°Ra,VER
achèterez,aSEt°Re,VER
achèteriez,aSEt°Rje,VER
achèterions,aSEt°Rj§,VER
achèterons,aSEt°R§,VER
achèteront,aSEt°R§,VER
achètes,aSEt,VER
achève,aSEv,VER
achèvement,aSEv°m@,NOM
achèvements,aSEv°m@,NOM
achèvent,aSEv,VER
achèvera,aSEv°Ra,VER
achèverai,aSEv°RE,VER
achèveraient,aSEv°RE,VER
achèverait,aSEv°RE,VER
achèverez,aSEv°Re,VER
achèverons,aSEv°R§,VER
achèveront,aSEv°R§,VER
achèves,aSEv,VER
achélème,akelEm,NOM
achélèmes,akelEm,NOM
acid jazz,asiddZaz,NOM
acide,asid,ADJ
acide,asid,NOM
acides,asid,ADJ
acides,asid,NOM
acidité,asidite,NOM
acidités,asidite,NOM
acidocétose,asidosetoz,NOM
acidose,asidoz,NOM
acidulé,asidyle,VER
acidulé,asidyle,ADJ
acidulée,asidyle,VER
acidulée,asidyle,ADJ
acidulées,asidyle,VER
acidulées,asidyle,ADJ
acidulés,asidyle,VER
acidulés,asidyle,ADJ
acier,asje,NOM
aciers,asje,NOM
aciérie,asjeRi,NOM
aciéries,asjeRi,NOM
acmé,akme,NOM
acné,akne,NOM
acnéiques,akneik,ADJ
acnés,akne,NOM
acolyte,akolit,NOM
acolytes,akolit,NOM
acompte,ak§t,NOM
acomptes,ak§t,NOM
aconiers,akonje,NOM
aconit,akonit,NOM
acoquina,akokina,VER
acoquine,akokin,VER
acoquiner,akokine,VER
acoquiné,akokine,VER
acoquinée,akokine,VER
acoquinés,akokine,VER
acouphène,akufEn,NOM
acoustique,akustik,ADJ
acoustique,akustik,NOM
acoustiques,akustik,ADJ
acoustiques,akustik,NOM
acqua-toffana,akwatofana,NOM
acquerra,akERRa,VER
acquerrai,akERRE,VER
acquerraient,akERRE,VER
acquerront,akERR§,VER
acquiers,akjER,VER
acquiert,akjER,VER
acquiesce,akjEs,VER
acquiescement,akjEs°m@,NOM
acquiescements,akjEs°m@,NOM
acquiescent,akjEs,VER
acquiescer,akjese,VER
acquiesceront,akjEs°R§,VER
acquiesces,akjEs,VER
acquiescèrent,akjEsER,VER
acquiescé,akjEse,VER
acquiesça,akjEsa,VER
acquiesçai,akjEsE,VER
acquiesçaient,akjEsE,VER
acquiesçais,akjEsE,VER
acquiesçait,akjEsE,VER
acquiesçant,akjEs@,VER
acquiesçons,akjEs§,VER
acquirent,akiR,VER
acquis,aki,ADJ
acquis,aki,NOM
acquis,aki,VER
acquise,akiz,ADJ
acquise,akiz,VER
acquises,akiz,ADJ
acquises,akiz,VER
acquisition,akizisj§,NOM
acquisitions,akizisj§,NOM
acquit,aki,NOM
acquit,aki,VER
acquits,aki,NOM
acquitta,akita,VER
acquittai,akitE,VER
acquittaient,akitE,VER
acquittais,akitE,VER
acquittait,akitE,VER
acquittant,akit@,VER
acquitte,akit,VER
acquittement,akit°m@,NOM
acquittent,akit,VER
acquitter,akite,VER
acquittera,akit°Ra,VER
acquitterai,akit°RE,VER
acquitterais,akit°RE,VER
acquitterait,akit°RE,VER
acquitterez,akit°Re,VER
acquittes,akit,VER
acquittez,akite,VER
acquittions,akitj§,VER
acquittât,akita,VER
acquitté,akite,VER
acquitté,akite,ADJ
acquitté,akite,NOM
acquittée,akite,VER
acquittée,akite,ADJ
acquittés,akite,VER
acquittés,akite,ADJ
acquittés,akite,NOM
acquière,akjER,VER
acquièrent,akjER,VER
acquéraient,akeRE,VER
acquérais,akeRE,VER
acquérait,akeRE,VER
acquérant,akeR@,VER
acquéreur,akeR9R,NOM
acquéreurs,akeR9R,NOM
acquérions,akeRj§,VER
acquérir,akeRiR,VER
acquérons,akeR§,VER
acquêt,akE,NOM
acquêts,akE,NOM
acra,akRa,NOM
acre,akR,NOM
acres,akR,NOM
acrimonie,akRimoni,NOM
acrimonieuse,akRimonj2z,ADJ
acrimonieusement,akRimonj2z°m@,ADV
acrimonieuses,akRimonj2z,ADJ
acrimonieux,akRimonj2,ADJ
acrobate,akRobat,NOM
acrobates,akRobat,NOM
acrobatie,akRobasi,NOM
acrobaties,akRobasi,NOM
acrobatique,akRobatik,ADJ
acrobatiquement,akRobatik°m@,ADV
acrobatiques,akRobatik,ADJ
acrocéphale,akRosefal,ADJ
acromion,akRomj§,NOM
acronyme,akRonim,NOM
acrophobie,akRofobi,NOM
acropole,akRopOl,NOM
acrostiche,akROstiS,NOM
acrotère,akRotER,NOM
acrylique,akRilik,ADJ
acrylique,akRilik,NOM
acryliques,akRilik,ADJ
acryliques,akRilik,NOM
acrylonitrile,akRilonitRil,NOM
acré,akRe,ONO
acta,akta,VER
acte,akt,NOM
actes,akt,NOM
acteur,akt9R,NOM
acteurs,akt9R,NOM
actif,aktif,ADJ
actif,aktif,NOM
actifs,aktif,ADJ
actifs,aktif,NOM
actine,aktin,NOM
actinies,aktini,NOM
action,aksj§,NOM
action painting,akSj9npEjntiG,NOM
actionna,aksjona,VER
actionnai,aksjonE,VER
actionnaient,aksjonE,VER
actionnaire,aksjonER,NOM
actionnaires,aksjonER,NOM
actionnais,aksjonE,VER
actionnait,aksjonE,VER
actionnant,aksjon@,VER
actionnariat,aksjOnaRja,NOM
actionne,aksjOn,VER
actionnement,aksjOn°m@,NOM
actionnent,aksjOn,VER
actionner,aksjone,VER
actionneront,aksjOn°R§,VER
actionneur,aksjOn9R,NOM
actionnez,aksjone,VER
actionnât,aksjona,VER
actionné,aksjone,VER
actionnée,aksjone,VER
actionnées,aksjone,VER
actionnés,aksjone,VER
actions,aksj§,NOM
actions,aktj§,VER
activa,aktiva,VER
activai,aktivE,VER
activaient,aktivE,VER
activait,aktivE,VER
activant,aktiv@,ADJ
activant,aktiv@,VER
activateur,aktivat9R,NOM
activation,aktivasj§,NOM
activations,aktivasj§,NOM
active,aktiv,ADJ
